fecha,osm_admin_level_2,covid19argentina_admin_level_4,SUMnue_casosconf_diff,SUMnue_fallecidos_diff,SUMtot_recuperados,SUMtot_test_negativos,SUMtot_test
3/05/2020,Argentina,santa-fe,0,0,0,0,0
3/05/2020,Argentina,tierra-del-fuego,2,0,0,0,0
4/05/2020,Argentina,buenos-aires,38,7,0,0,0
4/05/2020,Argentina,capital-federal,43,4,0,0,0
4/05/2020,Argentina,chaco,5,1,0,0,0
4/05/2020,Argentina,cordoba,6,2,0,0,0
4/05/2020,Argentina,la-rioja,1,0,0,0,0
4/05/2020,Argentina,misiones,1,0,0,0,0
4/05/2020,Argentina,no-data,0,0,1472,53203,58089
4/05/2020,Argentina,rio-negro,7,0,0,0,0
4/05/2020,Argentina,tucuman,3,0,0,0,0
5/05/2020,Argentina,buenos-aires,58,1,0,0,0
5/05/2020,Argentina,capital-federal,57,1,0,0,0
5/05/2020,Argentina,chaco,11,0,0,0,0
5/05/2020,Argentina,cordoba,1,2,0,0,0
5/05/2020,Argentina,entre-rios,1,0,0,0,0
5/05/2020,Argentina,mendoza,1,0,0,0,0
5/05/2020,Argentina,no-data,0,0,1524,55227,60247
5/05/2020,Argentina,rio-negro,4,0,0,0,0
5/05/2020,Argentina,santa-fe,1,0,0,0,0
6/05/2020,Argentina,buenos-aires,63,5,0,0,0
6/05/2020,Argentina,capital-federal,102,2,0,0,0
6/05/2020,Argentina,chaco,8,1,0,0,0
6/05/2020,Argentina,cordoba,5,0,0,0,0
6/05/2020,Argentina,corrientes,3,0,0,0,0
6/05/2020,Argentina,la-rioja,1,0,0,0,0
6/05/2020,Argentina,no-data,0,0,1601,57176,62384
6/05/2020,Argentina,rio-negro,6,1,0,0,0
7/05/2020,Argentina,buenos-aires,50,6,0,0,0
7/05/2020,Argentina,capital-federal,77,2,0,0,0
7/05/2020,Argentina,chaco,30,0,0,0,0
7/05/2020,Argentina,corrientes,1,0,0,0,0
7/05/2020,Argentina,la-rioja,1,0,0,0,0
7/05/2020,Argentina,no-data,0,0,1659,59080,64451
7/05/2020,Argentina,rio-negro,3,0,0,0,0
7/05/2020,Argentina,san-juan,1,0,0,0,0
7/05/2020,Argentina,santa-fe,0,1,0,0,0
8/05/2020,Argentina,buenos-aires,77,5,0,0,0
8/05/2020,Argentina,capital-federal,130,6,0,0,0
8/05/2020,Argentina,chaco,26,0,0,0,0
8/05/2020,Argentina,cordoba,2,0,0,0,0
8/05/2020,Argentina,corrientes,1,0,0,0,0
8/05/2020,Argentina,la-rioja,1,0,0,0,0
8/05/2020,Argentina,mendoza,1,0,0,0,0
8/05/2020,Argentina,no-data,0,0,1728,61025,66636
8/05/2020,Argentina,rio-negro,2,0,0,0,0
8/05/2020,Argentina,santa-fe,0,0,0,0,0
9/05/2020,Argentina,buenos-aires,60,4,0,0,0
9/05/2020,Argentina,capital-federal,83,2,0,0,0
9/05/2020,Argentina,chaco,9,0,0,0,0
9/05/2020,Argentina,cordoba,6,0,0,0,0
9/05/2020,Argentina,corrientes,1,0,0,0,0
9/05/2020,Argentina,la-rioja,0,1,0,0,0
9/05/2020,Argentina,mendoza,0,0,0,0,0
9/05/2020,Argentina,neuquen,1,0,0,0,0
9/05/2020,Argentina,no-data,0,0,1757,62760,68536
9/05/2020,Argentina,rio-negro,4,0,0,0,0
9/05/2020,Argentina,santa-fe,0,0,0,0,0
9/05/2020,Argentina,tierra-del-fuego,1,0,0,0,0
10/05/2020,Argentina,buenos-aires,51,4,0,0,0
10/05/2020,Argentina,capital-federal,165,1,0,0,0
10/05/2020,Argentina,chaco,32,0,0,0,0
10/05/2020,Argentina,cordoba,5,0,0,0,0
10/05/2020,Argentina,corrientes,0,0,0,0,0
10/05/2020,Argentina,la-rioja,0,0,0,0,0
10/05/2020,Argentina,mendoza,0,0,0,0,0
10/05/2020,Argentina,neuquen,0,0,0,0,0
10/05/2020,Argentina,no-data,0,0,1837,64104,70138
10/05/2020,Argentina,rio-negro,2,0,0,0,0
10/05/2020,Argentina,santa-fe,0,0,0,0,0
10/05/2020,Argentina,santiago-del-estero,1,0,0,0,0
10/05/2020,Argentina,tierra-del-fuego,2,0,0,0,0
11/05/2020,Argentina,buenos-aires,44,4,0,0,0
11/05/2020,Argentina,capital-federal,137,3,0,0,0
11/05/2020,Argentina,chaco,17,1,0,0,0
11/05/2020,Argentina,cordoba,14,0,0,0,0
11/05/2020,Argentina,corrientes,16,0,0,0,0
11/05/2020,Argentina,la-rioja,1,0,0,0,0
11/05/2020,Argentina,misiones,1,0,0,0,0
11/05/2020,Argentina,neuquen,0,0,0,0,0
11/05/2020,Argentina,no-data,0,0,1862,65976,72254
11/05/2020,Argentina,rio-negro,13,1,0,0,0
11/05/2020,Argentina,santa-fe,0,0,0,0,0
11/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
11/05/2020,Argentina,tucuman,1,0,0,0,0
12/05/2020,Argentina,buenos-aires,80,2,0,0,0
12/05/2020,Argentina,capital-federal,188,1,0,0,0
12/05/2020,Argentina,chaco,10,1,0,0,0
12/05/2020,Argentina,cordoba,3,1,0,0,0
12/05/2020,Argentina,corrientes,1,0,0,0,0
12/05/2020,Argentina,la-rioja,0,0,0,0,0
12/05/2020,Argentina,mendoza,1,0,0,0,0
12/05/2020,Argentina,neuquen,0,0,0,0,0
12/05/2020,Argentina,no-data,0,0,2266,68237,74800
12/05/2020,Argentina,rio-negro,1,0,0,0,0
12/05/2020,Argentina,salta,1,0,0,0,0
12/05/2020,Argentina,santa-fe,0,0,0,0,0
12/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
12/05/2020,Argentina,tucuman,0,0,0,0,0
13/05/2020,Argentina,buenos-aires,96,4,0,0,0
13/05/2020,Argentina,capital-federal,179,5,0,0,0
13/05/2020,Argentina,chaco,18,1,0,0,0
13/05/2020,Argentina,cordoba,11,0,0,0,0
13/05/2020,Argentina,corrientes,5,0,0,0,0
13/05/2020,Argentina,entre-rios,1,0,0,0,0
13/05/2020,Argentina,la-rioja,0,0,0,0,0
13/05/2020,Argentina,mendoza,0,0,0,0,0
13/05/2020,Argentina,misiones,-1,0,0,0,0
13/05/2020,Argentina,neuquen,2,0,0,0,0
13/05/2020,Argentina,no-data,0,0,2385,70497,77376
13/05/2020,Argentina,rio-negro,4,0,0,0,0
13/05/2020,Argentina,salta,0,0,0,0,0
13/05/2020,Argentina,santa-fe,0,0,0,0,0
13/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
13/05/2020,Argentina,tucuman,0,0,0,0,0
14/05/2020,Argentina,buenos-aires,79,12,0,0,0
14/05/2020,Argentina,capital-federal,153,9,0,0,0
14/05/2020,Argentina,chaco,9,1,0,0,0
14/05/2020,Argentina,cordoba,5,1,0,0,0
14/05/2020,Argentina,corrientes,3,0,0,0,0
14/05/2020,Argentina,entre-rios,1,0,0,0,0
14/05/2020,Argentina,la-rioja,0,0,0,0,0
14/05/2020,Argentina,mendoza,0,0,0,0,0
14/05/2020,Argentina,misiones,0,0,0,0,0
14/05/2020,Argentina,neuquen,1,0,0,0,0
14/05/2020,Argentina,no-data,0,0,2497,72972,80106
14/05/2020,Argentina,rio-negro,4,1,0,0,0
14/05/2020,Argentina,salta,0,0,0,0,0
14/05/2020,Argentina,santa-fe,0,0,0,0,0
14/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
14/05/2020,Argentina,tucuman,0,0,0,0,0
15/05/2020,Argentina,buenos-aires,86,2,0,0,0
15/05/2020,Argentina,capital-federal,215,0,0,0,0
15/05/2020,Argentina,chaco,25,1,0,0,0
15/05/2020,Argentina,cordoba,3,0,0,0,0
15/05/2020,Argentina,corrientes,0,0,0,0,0
15/05/2020,Argentina,entre-rios,-1,0,0,0,0
15/05/2020,Argentina,la-rioja,0,0,0,0,0
15/05/2020,Argentina,mendoza,0,0,0,0,0
15/05/2020,Argentina,misiones,0,0,0,0,0
15/05/2020,Argentina,neuquen,0,0,0,0,0
15/05/2020,Argentina,no-data,0,0,2534,75647,83126
15/05/2020,Argentina,rio-negro,17,0,0,0,0
15/05/2020,Argentina,salta,0,0,0,0,0
15/05/2020,Argentina,santa-fe,0,0,0,0,0
15/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
15/05/2020,Argentina,tucuman,0,0,0,0,0
16/05/2020,Argentina,buenos-aires,97,2,0,0,0
16/05/2020,Argentina,capital-federal,193,4,0,0,0
16/05/2020,Argentina,chaco,21,1,0,0,0
16/05/2020,Argentina,cordoba,9,0,0,0,0
16/05/2020,Argentina,corrientes,0,0,0,0,0
16/05/2020,Argentina,entre-rios,0,0,0,0,0
16/05/2020,Argentina,la-rioja,0,0,0,0,0
16/05/2020,Argentina,mendoza,0,0,0,0,0
16/05/2020,Argentina,misiones,0,0,0,0,0
16/05/2020,Argentina,neuquen,0,0,0,0,0
16/05/2020,Argentina,no-data,0,0,2569,77582,85387
16/05/2020,Argentina,rio-negro,6,0,0,0,0
16/05/2020,Argentina,salta,0,0,0,0,0
16/05/2020,Argentina,santa-fe,1,0,0,0,0
16/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
16/05/2020,Argentina,tierra-del-fuego,0,0,0,0,0
17/05/2020,Argentina,buenos-aires,74,3,0,0,0
17/05/2020,Argentina,capital-federal,147,2,0,0,0
17/05/2020,Argentina,chaco,19,2,0,0,0
17/05/2020,Argentina,cordoba,20,2,0,0,0
17/05/2020,Argentina,corrientes,0,0,0,0,0
17/05/2020,Argentina,entre-rios,0,0,0,0,0
17/05/2020,Argentina,la-rioja,1,0,0,0,0
17/05/2020,Argentina,mendoza,0,0,0,0,0
17/05/2020,Argentina,misiones,0,0,0,0,0
17/05/2020,Argentina,neuquen,0,0,0,0,0
17/05/2020,Argentina,no-data,0,0,2625,79462,87530
17/05/2020,Argentina,rio-negro,2,1,0,0,0
17/05/2020,Argentina,salta,0,0,0,0,0
17/05/2020,Argentina,santa-fe,0,0,0,0,0
17/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
17/05/2020,Argentina,tucuman,0,0,0,0,0
18/05/2020,Argentina,buenos-aires,93,2,0,0,0
18/05/2020,Argentina,capital-federal,169,5,0,0,0
18/05/2020,Argentina,chaco,13,2,0,0,0
18/05/2020,Argentina,cordoba,20,0,0,0,0
18/05/2020,Argentina,corrientes,-1,0,0,0,0
18/05/2020,Argentina,entre-rios,0,0,0,0,0
18/05/2020,Argentina,la-rioja,2,0,0,0,0
18/05/2020,Argentina,mendoza,0,0,0,0,0
18/05/2020,Argentina,misiones,0,0,0,0,0
18/05/2020,Argentina,neuquen,0,0,0,0,0
18/05/2020,Argentina,no-data,0,0,2872,81466,89837
18/05/2020,Argentina,rio-negro,2,0,0,0,0
18/05/2020,Argentina,salta,0,0,0,0,0
18/05/2020,Argentina,san-juan,1,0,0,0,0
18/05/2020,Argentina,santa-fe,4,0,0,0,0
18/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
18/05/2020,Argentina,tucuman,0,0,0,0,0
19/05/2020,Argentina,buenos-aires,157,2,0,0,0
19/05/2020,Argentina,capital-federal,224,5,0,0,0
19/05/2020,Argentina,chaco,34,4,0,0,0
19/05/2020,Argentina,cordoba,9,0,0,0,0
19/05/2020,Argentina,corrientes,0,0,0,0,0
19/05/2020,Argentina,entre-rios,0,0,0,0,0
19/05/2020,Argentina,la-rioja,0,0,0,0,0
19/05/2020,Argentina,mendoza,2,0,0,0,0
19/05/2020,Argentina,misiones,0,0,0,0,0
19/05/2020,Argentina,neuquen,0,0,0,0,0
19/05/2020,Argentina,no-data,0,0,2933,84449,93258
19/05/2020,Argentina,rio-negro,6,0,0,0,0
19/05/2020,Argentina,salta,0,0,0,0,0
19/05/2020,Argentina,san-juan,0,0,0,0,0
19/05/2020,Argentina,santa-fe,0,0,0,0,0
19/05/2020,Argentina,santiago-del-estero,6,0,0,0,0
19/05/2020,Argentina,tucuman,0,0,0,0,0
20/05/2020,Argentina,buenos-aires,178,5,0,0,0
20/05/2020,Argentina,capital-federal,257,2,0,0,0
20/05/2020,Argentina,chaco,35,1,0,0,0
20/05/2020,Argentina,cordoba,2,1,0,0,0
20/05/2020,Argentina,corrientes,0,0,0,0,0
20/05/2020,Argentina,entre-rios,0,0,0,0,0
20/05/2020,Argentina,la-rioja,0,0,0,0,0
20/05/2020,Argentina,mendoza,0,0,0,0,0
20/05/2020,Argentina,misiones,0,0,0,0,0
20/05/2020,Argentina,neuquen,0,0,0,0,0
20/05/2020,Argentina,no-data,0,0,3032,87447,96730
20/05/2020,Argentina,rio-negro,2,1,0,0,0
20/05/2020,Argentina,salta,0,0,0,0,0
20/05/2020,Argentina,san-juan,0,0,0,0,0
20/05/2020,Argentina,santa-fe,2,0,0,0,0
20/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
20/05/2020,Argentina,tucuman,0,0,0,0,0
21/05/2020,Argentina,buenos-aires,213,9,0,0,0
21/05/2020,Argentina,capital-federal,379,2,0,0,0
21/05/2020,Argentina,chaco,34,2,0,0,0
21/05/2020,Argentina,cordoba,12,0,0,0,0
21/05/2020,Argentina,corrientes,0,0,0,0,0
21/05/2020,Argentina,entre-rios,0,0,0,0,0
21/05/2020,Argentina,la-rioja,0,0,0,0,0
21/05/2020,Argentina,mendoza,0,0,0,0,0
21/05/2020,Argentina,misiones,0,0,0,0,0
21/05/2020,Argentina,neuquen,0,0,0,0,0
21/05/2020,Argentina,no-data,0,0,3062,90667,100598
21/05/2020,Argentina,rio-negro,3,0,0,0,0
21/05/2020,Argentina,salta,0,0,0,0,0
21/05/2020,Argentina,san-juan,0,0,0,0,0
21/05/2020,Argentina,santa-fe,3,0,0,0,0
21/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
21/05/2020,Argentina,tucuman,1,0,0,0,0
22/05/2020,Argentina,buenos-aires,266,5,0,0,0
22/05/2020,Argentina,capital-federal,404,7,2,0,0
22/05/2020,Argentina,chaco,27,2,0,0,0
22/05/2020,Argentina,cordoba,9,1,0,0,0
22/05/2020,Argentina,corrientes,0,0,0,0,0
22/05/2020,Argentina,entre-rios,0,0,0,0,0
22/05/2020,Argentina,la-rioja,0,0,0,0,0
22/05/2020,Argentina,mendoza,0,0,0,0,0
22/05/2020,Argentina,misiones,0,0,0,0,0
22/05/2020,Argentina,neuquen,0,0,0,0,0
22/05/2020,Argentina,no-data,0,0,3530,93528,104177
22/05/2020,Argentina,rio-negro,6,2,0,0,0
22/05/2020,Argentina,salta,2,0,0,0,0
22/05/2020,Argentina,san-juan,0,0,0,0,0
22/05/2020,Argentina,santa-fe,4,0,0,0,0
22/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
22/05/2020,Argentina,tucuman,0,0,0,0,0
23/05/2020,Argentina,buenos-aires,289,4,0,0,0
23/05/2020,Argentina,capital-federal,400,6,0,0,0
23/05/2020,Argentina,chaco,7,2,0,0,0
23/05/2020,Argentina,cordoba,0,0,0,0,0
23/05/2020,Argentina,corrientes,0,0,0,0,0
23/05/2020,Argentina,entre-rios,0,0,0,0,0
23/05/2020,Argentina,la-rioja,0,0,0,0,0
23/05/2020,Argentina,mendoza,0,0,0,0,0
23/05/2020,Argentina,misiones,0,0,0,0,0
23/05/2020,Argentina,neuquen,0,0,0,0,0
23/05/2020,Argentina,no-data,0,0,3732,95859,107212
23/05/2020,Argentina,rio-negro,5,0,0,0,0
23/05/2020,Argentina,salta,0,0,0,0,0
23/05/2020,Argentina,san-juan,0,0,0,0,0
23/05/2020,Argentina,santa-fe,0,0,0,0,0
23/05/2020,Argentina,santiago-del-estero,0,0,0,0,0
23/05/2020,Argentina,tucuman,3,0,0,0,0
24/05/2020,Argentina,,723,7,0,0,0
25/05/2020,Argentina,,552,15,0,0,0
26/05/2020,Argentina,,599,23,0,0,0
27/05/2020,Argentina,,706,10,0,0,0
28/05/2020,Argentina,,769,8,0,0,0
29/05/2020,Argentina,,718,12,0,0,0
30/05/2020,Argentina,,795,8,0,0,0
31/05/2020,Argentina,,637,11,0,0,0
1/06/2020,Argentina,,564,17,0,0,0
2/06/2020,Argentina,,904,13,0,0,0
3/06/2020,Argentina,,930,13,0,0,0
